ID CAE,OK DE GF,Matricula Antigua,Contrato,Acta de Entrega,Acta Devolución,BAJA,Ficha Técnica,Permiso de Circulación,IVTM,Compañía/Proveedor,Cod.Tipo Contrato,Tipo Contrato,Situación Contrato,f Vig Inicio,F.Vig.Final,Tiempo Prop,Año,Cod.Sit.Contrato,Combustible,Marca,Modelo/Versión,Cod.Sociedad,Sociedad,Ceco.Imput,Columna1,Localidad,Provincia,Com. Aut.,Dirección,Huso,Coord.,Referencia Catastral,Descripción de la actuación,Matricula nueva,Marca2,Modelo/Versión3,Combustible4,Ceco,Renov. Flota,Fecha Alta,Columna3,Cod.Sociedad5,Pedido,Sociedad6,Ceco imputado,Factura,Comunidad Autonoma2,CHASIS/Bastidor,CVA,F,CVN,L,Ahorro estimado,Columna2,CALCULO GF,Vacias
CAE500131,CAE500131,8497MPH,X,,X,,X,X,,AYVENS,3,ALQUILER,DEVUELTO,2024-08-01,2024-12-31,152,2024,7,DIESEL,RENAULT,EXPRESS 1.5 DCI 95 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",355470,29,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,8618MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,205567,2024,2024-11-29,0,1505,4500426845,CGAC,,X,CATALUÑA,VF1RFK00X73824807,5.6,10,17.3,15815,6120.405,N1,5607.998999999999,CORRECTO ALQUILER
CAE500132,CAE500132,5875KPY,X,X,X,,x,x,,NORTHGATE,3,ALQUILER,DEVUELTO,2023-02-01,2023-06-30,149,2023,7,DIESEL,FIAT,FIORINO 1.3 MULTIJET 80 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",725485,30,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,2340MGR,OPEL,VIVARO E-FURGON,ELECTRICO,725465,2023,2023-05-05,0,1505,4500351860,CGAC,,X,CATALUÑA,VXEV1ZKXZPZ019575,5.6,10,28.1,15815,4412.384999999999,N1,5607.998999999999,CORRECTO ALQUILER
CAE500133,CAE500133,0360KLY,X,X,X,,X,X,,AYVENS,3,ALQUILER,DEVUELTO,2023-12-22,2024-01-30,39,2024,7,DIESEL,RENAULT,KANGOO,1021,MEDICION AVANZADA CONTAD.,357712,10,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,0693MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,357706,2024,2024-11-29,0,1021,4500426790,MEDICION AVANZADA CONTAD.,,X,COMUNIDAD VALENCIANA,VF1RFK00873824837,5.6,10,17.3,15815,6120.405,N1,5607.998999999999,CORRECTO ALQUILER
CAE500134,CAE500134,0824MCY,X,X,X,,X,X,,AYVENS,3,ALQUILER,DEVUELTO,2023-02-17,2023-05-11,83,2023,7,DIESEL,SKODA,KAROQ 2.0 TDI 150 CV DSG,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",205051,31,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,0800MJM,PEUGEOT,E-PARTNER PRO 100 KW,ELECTRICO,725455,2023,2023-07-26,0,1505,4500370224,CGAC,,X,CATALUÑA,VR3EAZKXZPJ701039,5.1,10,22.7,13073,3699.6590000000006,M1,6795.3454,CORRECTO ALQUILER
CAE500135,,9083LCH,,,,,,,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,43795,2024-11-26,1827,1905-07-16,6,DIESEL,OPEL,GRANDLAND X 1.5 CDTI 130 CV,1591,EMP.MUN.SERVEIS PUBLICS,201591,2,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500136,CAE500136,2653LTG,X,X,X,,x,x,,AYVENS,3,ALQUILER,DEVUELTO,2024-05-08,2024-06-07,30,2024,7,DIESEL,SEAT,LEON 2.0 TDI,1004,G.O.MEDIOAMBIENTE S.L.,900074,6,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 17,UTM 30 ETRS89,726013.62  4371779.06,6019216YJ2761G0001II,Sustitución de vehículo de combustión por eléctrico,6439MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,200101,2024,2024-11-29,0,1004,4500424787,G.O.MEDIOAMBIENTE S.L.,,X,COMUNIDAD VALENCIANA,VR7CBZYA6RT152219,5.1,10,16.4,13073,4523.258000000001,M1,6795.3454,CORRECTO ALQUILER
CAE500137,CAE500137,3452LZP,X,,X,,X,X,,TLM,3,ALQUILER,DEVUELTO,2022-10-27,2023-02-07,103,2023,7,DIESEL,RENAULT,MASTER L2H2 2.3 DCI 135 CV,1066,CANALIZ. CIVILES S.A.,356016,9,Valencia,Valencia,Comunidad Valenciana,Llanterners 3,UTM 30 ETRS89,723014.22  4371274.90,3114104YJ2731C0001SY,Sustitución de vehículo de combustión por eléctrico,0682MWF,NISSAN,TOWNSTAR,ELECTRICO,356001,2024,2024-11-12,1,1066,4500421017,CANALIZ. CIVILES S.A.,,X,COMUNIDAD VALENCIANA,VNVNFK00171491645,5.6,10,20,15815,5693.4,N1,5607.998999999999,CORRECTO ALQUILER
CAE500138,CAE500138,6529LTJ,X,X,X,,x,x,,AYVENS,3,ALQUILER,DEVUELTO,2024-02-28,2024-04-24,56,2024,7,DIESEL,RENAULT,MEGANE DCI 115 CV,1004,G.O.MEDIOAMBIENTE S.L.,10049946,7,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 17,UTM 30 ETRS89,726013.62  4371779.06,6019216YJ2761G0001II,Sustitución de vehículo de combustión por eléctrico,3116MXJ,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,724362,2024,2024-12-23,0,1004,4500426850,G.O.MEDIOAMBIENTE S.L.,,X,COMUNIDAD VALENCIANA,VF1RFK00673934284,5.1,10,17.3,13073,4405.601000000001,M1,6795.3454,CORRECTO ALQUILER
CAE500139,CAE500139,0289LJZ,X,,X,,x,x,,AYVENS,3,ALQUILER,DEVUELTO,2024-05-10,2024-06-30,51,2024,7,DIESEL,RENAULT,MEGANE DCI 115 CV,1064,AYWA SER.AMBIENTALES SL,DEFINIR,2,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,3103MXJ,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,10649080,2024,2024-12-23,0,1064,X,AYWA SER.AMBIENTALES SL,,X,COMUNIDAD VALENCIANA,VF1RFK00373934288,5.1,10,17.3,13073,4405.601000000001,M1,6795.3454,CORRECTO ALQUILER
CAE500140,,1947KMM,,,,,,,,AYVENS,3,ALQUILER,DEVUELTO,2023-02-01,2023-02-01,0,2023,7,DIESEL,NISSAN,NV 200 1.5 DCI 90 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",725485,32,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,0477MGW,OPEL,VIVARO E-FURGON,ELECTRICO,725485,2023,2023-05-17,0,1505,4500352857,CGAC,,X,CATALUÑA,VXEV1ZKXZPZ019579,5.6,10,28.1,15815,4412.384999999999,N1,0,FALSO ALQUILER
CAE500141,CAE500141,9763LDB,X,,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,43819,2023-12-20,1461,2023,7,DIESEL,OPEL,GRANDLAND X 1.5 CDTI 130 CV,1001,AGUAS DE VALENCIA SA,10019700,17,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,2732MWP,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,10019060,2024,2024-11-26,1,1001,4500424775,AVSA,,X,COMUNIDAD VALENCIANA,VR7CBZYA6RT152186,5.1,10,16.4,13073,4523.258000000001,M1,6795.3454,CORRECTO ALQUILER
CAE500142,,9197LKX,,,,,,,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44166,2024-12-01,1461,1905-07-16,6,DIESEL,VOLKSWAGEN,CADDY 4*4 2.0 TDI 122 CV,1400,EGEVASA,200722,7,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500143,CAE500143,9504LDD,X,,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,43819,2024-12-20,1827,2024,7,DIESEL,OPEL,GRANDLAND X 1.5 CDTI 130 CV,1001,AGUAS DE VALENCIA SA,10019931,18,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,6097MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,200300,2024,2024-11-29,0,1001,4500424813,AVSA,,X,COMUNIDAD VALENCIANA,VR7CBZYA1RT152192,5.1,10,16.4,13073,4523.258000000001,M1,6795.3454,CORRECTO ALQUILER
CAE500144,CAE500144,9106LCH,X,X,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,43803,2023-12-27,1484,2023,7,DIESEL,OPEL,GRANDLAND X 1.5 CDTI 130 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",15059580,33,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,2076MJP,RENAULT,KANGOO VAN E-TECH,ELECTRICO,725441,2023,2023-07-28,0,1505,4500370370,CGAC,,X,CATALUÑA,VF1RFK00370927245,5.1,10,17.3,13073,4405.601000000001,M1,6795.3454,CORRECTO ALQUILER
CAE500145,CAE500145,3447KFH,X,X,X,,x,x,,NORTHGATE,3,ALQUILER,DEVUELTO,2023-02-01,2023-09-19,230,2023,7,DIESEL,NISSAN,NV 200 1.5 DCI 90 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",725485,34,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,8697MCZ,RENAULT,KANGOO VAN E-TECH,ELECTRICO,725586,2023,2022-12-27,0,1505,4500348765,CGAC,,X,CATALUÑA,VF1RFK00869330327,5.6,10,17.3,15815,6120.405,N1,5607.998999999999,CORRECTO ALQUILER
CAE500146,,5002LLF,,,,,,,,AYVENS,1,RENTING,DEVUELTO,44176,2024-12-11,1461,1905-07-16,7,DIESEL,VOLKSWAGEN,CADDY 4*4 2.0 TDI 122 CV,1019,MORELLA,200319,1,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500147,CAE500147,5682FHK,,,,X,X,X,X,PROPIEDAD,5,PROPIEDAD,CANCELADO,2013-12-30,2023-02-14,3333,2023,4,DIESEL,NISSAN,INTERSTAR,1066,CANALIZ. CIVILES S.A.,356011,10,Valencia,Valencia,Comunidad Valenciana,Llanterners 3,UTM 30 ETRS89,723014.22  4371274.90,3114104YJ2731C0001SY,Sustitución de vehículo de combustión por eléctrico,6005MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,356001,2024,2024-11-29,1,1066,4500424804,CANALIZ. CIVILES S.A.,,X,COMUNIDAD VALENCIANA,VR7CBZYA1RT152211,5.6,10,16.4,15815,6262.740000000001,N1,5607.998999999999,CORRECTO PROPIEDAD
CAE500148,CAE500148,1947LMM,X,X,X,,x,x,,NORTHGATE,3,ALQUILER,DEVUELTO,2023-04-01,2023-09-19,171,2023,7,DIESEL,NISSAN,NV250 1.5 DCI L1H1 95 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",725485,35,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,8867KDN,RENAULT,ZOE 40,ELECTRICO,725565,2023,2023-01-03,0,1505,4500350425,CGAC,,X,CATALUÑA,VF1AGVYC058921493,5.6,10,13.3,15815,6753.005000000001,N1,5607.998999999999,CORRECTO ALQUILER
CAE500149,CAE500149,9977LLM,X,X,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,44244,2025-02-17,1461,2025,7,DIESEL,RENAULT,KANGOO 1.5 DCI 95 CV KOMBI,1004,G.O.MEDIOAMBIENTE S.L.,354093,8,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 17,UTM 30 ETRS89,726013.62  4371779.06,6019216YJ2761G0001II,Sustitución de vehículo de combustión por eléctrico,6559MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,724358,2024,2024-11-29,-1,1004,4500425488,G.O.MEDIOAMBIENTE S.L.,,X,COMUNIDAD VALENCIANA,VR7CBZYA2RT153044,5.6,10,16.4,15815,6262.740000000001,N1,6795.3454,CORRECTO ALQUILER
CAE500150,CAE500150,3595KDF,X,X,X,,x,x,,NORTHGATE,3,ALQUILER,DEVUELTO,2023-02-01,2023-06-30,149,2023,7,DIESEL,PEUGEOT,PARTNER 1.6 HDI 75 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",725485,36,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,2343MGR,OPEL,VIVARO E-FURGON,ELECTRICO,725485,2023,2023-05-05,0,1505,4500352577,CGAC,,X,CATALUÑA,VXEV1ZKXZPZ019576,5.6,10,28.1,15815,4412.384999999999,N1,5607.998999999999,CORRECTO ALQUILER
CAE500151,CAE500151,5919LKM,X,,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,44140,2024-11-05,1461,2024,7,DIESEL,SEAT,LEON 1.6 TDI 115 CV,1001,AGUAS DE VALENCIA SA,200783,19,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,6055MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,200590,2024,2024-11-29,0,1001,4500424803,AVSA,,X,COMUNIDAD VALENCIANA,VR7CBZYAXRT152188,5.1,10,16.4,13073,4523.258000000001,M1,6795.3454,CORRECTO ALQUILER
CAE500152,CAE500152,7229LKV,X,X,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,44151,2024-11-16,1461,2024,7,DIESEL,SEAT,LEON 1.6 TDI 115 CV,1001,AGUAS DE VALENCIA SA,200738,20,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,6084MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,200542,2024,2024-11-29,0,1001,4500424818,AVSA,,X,COMUNIDAD VALENCIANA,VR7CBZYA5RT152194,5.1,10,16.4,13073,4523.258000000001,M1,6795.3454,CORRECTO ALQUILER
CAE500153,CAE500153,5996LKM,X,,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,44140,2024-11-05,1461,2024,7,DIESEL,SEAT,LEON 1.6 TDI 115 CV,1066,CANALIZ. CIVILES S.A.,10669120,11,Valencia,Valencia,Comunidad Valenciana,Llanterners 3,UTM 30 ETRS89,723014.22  4371274.90,3114104YJ2731C0001SY,Sustitución de vehículo de combustión por eléctrico,8647MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,10669105,2024,2024-11-29,0,1066,4500426761,CANALIZ. CIVILES S.A.,,X,COMUNIDAD VALENCIANA,VF1RFK00173824808,5.1,10,17.3,13073,4405.601000000001,M1,6795.3454,CORRECTO ALQUILER
CAE500154,CAE500154,0019LLR,X,X,X,,X,X,,AYVENS,1,RENTING,DEVUELTO,44223,2025-01-27,1461,2025,7,DIESEL,SEAT,LEON 1.6 TDI 115 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",15059580,37,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,8619MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,205359,2024,2024-11-29,-1,1505,4500426770,CGAC,,X,CATALUÑA,VF1RFK00873824790,5.1,10,17.3,13073,4405.601000000001,M1,6795.3454,CORRECTO ALQUILER
CAE500155,CAE500155,4535KFH,X,X,X,,x,x,,NORTHGATE,3,ALQUILER,DEVUELTO,2023-02-01,2023-09-19,230,2023,7,DIESEL,PEUGEOT,PARTNER 1.6 HDI 75 CV,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",725485,38,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,8675MCZ,RENAULT,KANGOO VAN E-TECH,ELECTRICO,725586,2023,2022-12-27,0,1505,4500348763,CGAC,,X,CATALUÑA,VF1RFK00569907668,5.6,10,17.3,15815,6120.405,N1,5607.998999999999,CORRECTO ALQUILER
CAE500156,CAE500156,9191HTG,X,,,X,,X,X,PROPIEDAD,5,PROPIEDAD,CANCELADO,2013-09-27,2024-09-26,4017,2024,4,GASOLINA,PIAGGIO,LIBERTY 125 CC,1021,MEDICION AVANZADA CONTAD.,357108,11,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,4000MWL,NISSAN,TOWNSTAR,ELECTRICO,357108,2024,2024-11-20,0,1021,4500423383,MEDICION AVANZADA CONTAD.,,X,COMUNIDAD VALENCIANA,VNVNFK00071492253,2.9,9.19,20,2831,188.28980999999987,L3e,617.4694099999999,FALSO PROPIEDAD
CAE500157,CAE500157,0297JBF,X,,,X,X,X,,PROPIEDAD,5,PROPIEDAD,CANCELADO,2014-11-17,2024-10-14,3619,2024,4,GASOLINA,PIAGGIO,LIBERTY 125 CC,1021,MEDICION AVANZADA CONTAD.,357706,12,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,4004MWL,NISSAN,TOWNSTAR,ELECTRICO,357708,2024,2024-11-20,0,1021,4500423228,MEDICION AVANZADA CONTAD.,,X,COMUNIDAD VALENCIANA,VNVNFK00571491972,2.9,9.19,20,2831,188.28980999999987,L3e,617.4694099999999,CORRECTO PROPIEDAD
CAE500158,,5478LLD,,,,,,,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44196,2024-12-31,1461,2024,6,DIESEL,VOLKSWAGEN,CADDY 4*4 2.0 TDI 122 CV KOMBI,1400,EGEVASA,368540,8,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500159,CAE500159,9244JFB,,,,X,X,X,,PROPIEDAD,5,PROPIEDAD,CANCELADO,2015-04-28,2024-09-23,3436,2024,4,GASOLINA,PIAGGIO,LIBERTY 125 CC,1021,MEDICION AVANZADA CONTAD.,357706,13,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,0700MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,357708,2024,2024-11-29,0,1021,4500426792,MEDICION AVANZADA CONTAD.,,X,COMUNIDAD VALENCIANA,VF1RFK00X73824841,2.9,9.19,17.3,2831,264.7268099999999,L3e,617.4694099999999,CORRECTO PROPIEDAD
CAE500160,CAE500160,0305JBF,X,,,X,X,X,X,PROPIEDAD,5,PROPIEDAD,CANCELADO,2014-11-17,2024-09-26,3601,2024,4,GASOLINA,PIAGGIO,LIBERTY 125 CC,1021,MEDICION AVANZADA CONTAD.,357706,14,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,0701MWT,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,357706,2024,2024-11-29,0,1021,4500426840,MEDICION AVANZADA CONTAD.,,X,COMUNIDAD VALENCIANA,VF1RFK00573824844,2.9,9.19,17.3,2831,264.7268099999999,L3e,617.4694099999999,CORRECTO PROPIEDAD
CAE500161,CAE500161,2042MSX,X,,,,X,X,,MALCO,3,ALQUILER,DEVUELTO,2024-09-06,2024-12-05,90,2024,7,DIESEL,PEUGEOT,PARTNER 2024 STANDARD,1004,G.O.MEDIOAMBIENTE S.L.,200101,9,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 17,UTM 30 ETRS89,726013.62  4371779.06,6019216YJ2761G0001II,Sustitución de vehículo de combustión por eléctrico,6444MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,204427,2024,2024-11-29,0,1004,4500424800,G.O.MEDIOAMBIENTE S.L.,,X,COMUNIDAD VALENCIANA,VR7CBZYA4RT154440,5.6,10,16.4,15815,6262.740000000001,N1,5607.998999999999,FALSO ALQUILER
CAE500162,CAE500162,2056MSX,X,,,,X,X,,MALCO,3,ALQUILER,DEVUELTO,2024-09-06,2024-12-05,90,2024,7,DIESEL,PEUGEOT,PARTNER 2024 STANDARD,1004,G.O.MEDIOAMBIENTE S.L.,200101,10,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 17,UTM 30 ETRS89,726013.62  4371779.06,6019216YJ2761G0001II,Sustitución de vehículo de combustión por eléctrico,6558MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,724361,2024,2024-11-29,0,1004,4500424799,G.O.MEDIOAMBIENTE S.L.,,X,COMUNIDAD VALENCIANA,VR7CBZYA0RT153043,5.6,10,16.4,15815,6262.740000000001,N1,5607.998999999999,FALSO ALQUILER
CAE500163,CAE500163,6994KGK,X,,X,,,,,AYVENS,3,ALQUILER,DEVUELTO,2021-09-13,2023-12-01,809,2023,7,GASOLINA,PEUGEOT,208 1.2 82 CV,1004,G.O.MEDIOAMBIENTE S.L.,350468,11,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 17,UTM 30 ETRS89,726013.62  4371779.06,6019216YJ2761G0001II,Sustitución de vehículo de combustión por eléctrico,1165MSX,NISSAN,TOWNSTAR,ELECTRICO,724557,2024,2024-07-10,1,1004,4500407445,G.O.MEDIOAMBIENTE S.L.,,X,COMUNIDAD VALENCIANA,VNVNFK00671230883,5.1,9.19,20,13073,3512.584369999999,M1,7136.433042999999,FALSO ALQUILER
CAE500164,CAE500164,2138CTS,,,,,,,,CEDIDO,6,"CEDIDO (por ayto, planta.",CANCELADO,45444,2024-06-01,0,2024,4,DIESEL,IVECO,ML 180,1505,"CIA.GRAL.AIGÜES D CATALUNYA,SA",725498,39,Barcelona,Barcelona,Cataluña,Aribau 112,UTM 31 ETRS89,429520.47  4582478.80,9626426DF2892F0001ZO,Sustitución de vehículo de combustión por eléctrico,6398MWV,CITROEN,Ë-C3 ELÉCTRICO MAX,ELECTRICO,355577,2024,2024-11-29,0,1505,4500424827,CGAC,,X,CATALUÑA,VR7CBZYA9RT152196,5.6,10,16.4,15815,6262.740000000001,N1,123854.9676,FALSO ALQUILER
CAE500165,CAE500165,0351JWC,X,X,X,,x,X,,AYVENS,1,RENTING,DEVUELTO,42747,2023-08-31,2422,2023,7,DIESEL,OPEL,MOVANO 2.3 CDTI 130 CV,1400,EGEVASA,14009609,9,Valencia,Valencia,Comunidad Valenciana,"Gran Vía Marqués del Turia, 17-1º-4",UTM 30 ETRS89,726013.62  4371779.06,6019216YJ2761G0003PP,Sustitución de vehículo de combustión por eléctrico,3157MXJ,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,368540,2024,2024-12-23,1,1400,4500427622,EGEVASA,,X,COMUNIDAD VALENCIANA,VF1RFK00373824857,5.6,10,17.3,15815,6120.405,N1,5607.998999999999,CORRECTO ALQUILER
CAE500166,,3200LLY,,,,,,,,AYVENS,1,RENTING,CANCELADO POR SINIESTRO,44224,2025-01-28,1461,1905-07-17,6,DIESEL,PEUGEOT,PARTNER 1.5 HDI 98 CV,1400,EGEVASA,208374,10,,,,,,,,,,,,,,,,,,,,,,,,,,,53508,,,,FALSO ALQUILER
CAE500167,CAE500167,4450LLV,,X,X,,,,,VWRENTING,1,RENTING,DEVUELTO,44203,2025-01-07,1461,2025,7,DIESEL,VOLKSWAGEN,MULTIVAN 2.0 TDI 198 CV,1001,AGUAS DE VALENCIA SA,10019931,21,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 19,UTM 30 ETRS89,726043.16  4371771.79,6019215YJ2761G0001XI,Sustitución de vehículo de combustión por eléctrico,6271MXF,RENAULT,KANGOO VAN E-TECH ELECTRIC,ELECTRICO,200599,2024,2024-12-19,-1,1001,4500426868,AVSA,,X,COMUNIDAD VALENCIANA,VF1RFK00173934256,5.6,10,17.3,15815,6120.405,N1,6795.3454,FALSO ALQUILER
CAE500168,CAE500168,2675KGJ,X,,X,,,,,AYVENS,3,ALQUILER,DEVUELTO,2021-07-15,2023-10-31,838,2023,7,GASOLINA,PEUGEOT,208 1.2 82 CV,1004,G.O.MEDIOAMBIENTE S.L.,350468,12,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 17,UTM 30 ETRS89,726013.62  4371779.06,6019216YJ2761G0001II,Sustitución de vehículo de combustión por eléctrico,9605MMH,RENAULT,KANGOO VAN E-TECH,ELECTRICO,724378,2023,2023-12-22,0,1004,4500389150,G.O.MEDIOAMBIENTE S.L.,,X,COMUNIDAD VALENCIANA,VF1RFK00770927247,5.1,9.19,17.3,13073,3865.5553699999987,M1,7136.433042999999,FALSO ALQUILER
CAE500169,CAE500169,2678KGJ,X,,X,,,,,AYVENS,3,ALQUILER,DEVUELTO,2021-08-03,2023-11-03,822,2023,7,GASOLINA,PEUGEOT,208 1.2 82 CV,1004,G.O.MEDIOAMBIENTE S.L.,350468,13,Valencia,Valencia,Comunidad Valenciana,Gran Vía Marques del Turia 17,UTM 30 ETRS89,726013.62  4371779.06,6019216YJ2761G0001II,Sustitución de vehículo de combustión por eléctrico,1108KHK,RENAULT,ZOE 40,ELECTRICO,724557,2024,2024-07-08,1,1004,4500408050,G.O.MEDIOAMBIENTE S.L.,,X,COMUNIDAD VALENCIANA,VF1AGVYF059267966,5.1,9.19,13.3,13073,4388.475369999998,M1,7136.433042999999,FALSO ALQUILER
